"inconsistent-obs","violated-rule"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-W16-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-W17-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-AE18-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-W18-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-AE19-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-W19-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-AC20-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-W20-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-AC21-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-W21-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-W22-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-W23-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-W24-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-W25-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-W26-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-W27-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-AE28-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-W28-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-V46-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-AE47-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-V49-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-X49-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-W50-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-V50-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-V51-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-X51-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-V52-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-V54-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-W59-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-W60-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-AC63-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-W67-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-V67-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-AC68-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-V68-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-AC72-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-W75-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-V76-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-V77-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-W8-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-AB82-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-AC86-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-AC88-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-W9-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-H10-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-H11-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-H12-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-H13-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-H14-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-H15-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-G16-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-H16-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-G17-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-H17-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-H18-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-G18-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-H19-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-G19-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-H20-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-G20-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-H21-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-G21-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-G22-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-H22-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-H23-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-G23-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-H24-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-G24-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-H25-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-G25-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-G26-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-H26-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-H27-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-G27-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-G28-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-H28-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-H4-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-Z42-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-H44-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-G44-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-G45-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-H45-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-G46-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-H46-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-G47-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-H47-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-G48-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-H48-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-H49-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-G49-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-H5-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-H50-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-G50-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-H51-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-G51-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-G52-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-H52-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-H53-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-G53-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-H54-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-G54-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-G55-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-H55-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-H56-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-G56-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-G58-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-H58-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-H59-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-G59-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-H6-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-G60-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-H60-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-G61-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-H61-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-H62-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-G62-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-H63-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-G63-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-G64-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-H64-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-G66-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-H66-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-H67-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-G67-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-H68-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-G68-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-G69-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-H69-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-H7-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-G74-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-G75-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-G76-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-G77-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-G8-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-G9-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-AI14-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-AA28-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-AB4-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-AB49-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-AI51-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-B52-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-B53-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-AI60-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-AB68-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-AB69-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-AB70-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-R74-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-AA74-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-AA75-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-R75-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-R76-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-AB76-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-R77-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-R78-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-R79-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-R80-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-R81-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
"http://lod.cedar-project.nl:8888/prices-wages/resource/gambia-wages-prices-welfare-ratio-S1-R82-h","http://lod.cedar-project.nl:8888/linked-edit-rules/resource/priwa1"
